0.000 9.01 2.5
0.500 8.89 0
1.000 9.13 0
1.500 8.89 0
2.000 9.08 0
2.500 8.96 0
3.000 8.96 0
3.500 9.06 0
4.000 9.03 0
4.500 8.87 0
5.000 9.15 0
5.500 8.96 0
6.000 8.98 0
6.500 8.91 0
7.000 6.77 0
7.500 .63 0
8.000 0 100
8.500 0 100
9.000 0 100
9.500 2.07 42
10.000 9.20 0
10.500 8.98 0
11.000 9.03 0
11.500 8.63 0
12.000 9.38 0
12.500 8.84 0
13.000 9.13 0
13.500 8.89 0
14.000 9.13 0
